17
925 1959
763 628 47
410 248 475
564 912 910
217 382 470
638 725 758
309 313 922
702 171 678
70 378 759
31 92 787
921 544 15
475 782 625
613 461 430
768 211 347
487 132 734
708 409 409
636 326 138
686 763 519
516 31 669
811 123 114
838 842 270
318 598 588
124 721 677
694 291 306
529 249 969
531 688 559
45 413 820
129 420 470
210 239 95
902 730 463
583 746 40
80 802 858
781 539 760
487 267 770
137 663 326
345 810 17
746 9 291
554 403 998
309 355 25
871 80 100
710 436 690
740 193 298
94 468 809
1 22 927
878 134 433
830 382 692
628 402 240
472 97 970
165 556 540
643 276 496
137 197 652
467 893 791
236 413 246
203 41 53
313 134 110
322 564 761
215 674 339
645 550 750
372 547 503
80 413 512
629 178 646
694 145 404
766 413 801
564 350 411
239 419 848
651 76 601
222 678 100
281 408 777
231 204 246
403 679 605
648 777 968
896 745 602
841 277 346
236 658 123
378 778 710
692 922 148
121 277 575
815 565 873
13 280 68
374 748 724
262 613 748
288 749 822
707 39 264
746 347 711
629 779 508
712 815 192
562 662 728
523 43 10
115 729 114
662 644 702
119 619 642
783 914 483
634 182 334
124 27 813
125 856 512
76 388 378
649 469 545
240 89 105
365 486 37
88 242 1000
592 674 291
473 253 53
473 804 909
887 408 542
879 623 558
682 598 947
172 601 224
748 896 972
490 683 594
165 255 699
642 138 539
907 681 292
418 517 450
908 800 329
8 369 727
40 475 143
140 561 109
684 60 761
227 796 273
726 219 160
458 126 131
705 212 260
145 246 249
99 169 1000
729 449 183
90 549 16
757 542 150
396 438 21
685 834 118
699 103 610
850 622 434
338 816 249
174 398 140
266 505 866
67 680 546
351 613 738
890 18 887
779 110 196
129 583 68
290 547 546
547 442 918
808 688 382
454 537 278
818 657 997
523 145 709
634 900 168
388 473 826
589 157 473
195 463 754
178 537 411
605 312 642
117 548 955
814 30 506
388 316 227
640 889 185
257 684 748
574 303 996
321 709 38
883 98 417
255 37 345
842 584 289
887 373 484
299 189 354
163 287 760
240 142 438
83 34 467
815 112 512
787 258 925
3 827 813
400 680 890
620 532 200
671 905 552
577 88 787
177 566 756
498 532 303
823 24 933
672 609 672
553 159 180
884 833 385
337 347 876
479 92 398
526 592 12
892 907 132
511 123 308
356 545 147
253 353 292
531 145 695
204 221 646
383 680 869
411 418 27
646 392 578
317 751 345
852 490 352
149 250 446
691 863 130
245 131 504
137 13 468
830 181 923
572 618 305
397 832 804
175 730 654
672 145 870
651 300 834
167 403 581
784 632 635
147 381 384
538 498 954
318 839 122
777 102 190
307 373 395
295 632 267
117 188 519
619 739 551
40 494 744
170 31 256
211 600 106
380 60 152
343 577 229
469 327 510
3 822 384
143 814 531
914 757 639
216 355 9
513 446 441
310 361 437
158 99 693
913 911 79
809 417 584
372 760 299
105 823 964
893 924 566
799 537 839
194 388 266
739 31 855
517 13 710
593 870 202
693 665 486
154 817 703
568 562 813
219 159 412
755 673 967
397 786 625
648 333 76
818 166 287
611 6 297
877 14 427
3 143 201
403 683 176
916 504 682
335 341 999
746 31 958
313 364 341
643 689 17
498 388 508
471 3 848
411 764 133
800 292 771
210 776 746
544 520 745
43 275 493
692 45 858
254 242 529
773 20 986
699 113 696
306 27 162
793 680 610
781 693 141
472 634 834
615 352 569
698 875 6
180 665 292
680 49 454
272 364 263
672 921 474
843 210 383
336 202 878
527 758 439
344 736 387
523 903 183
898 95 72
468 167 744
259 292 358
760 201 784
502 916 32
178 844 851
307 764 681
128 147 122
200 430 435
711 564 302
443 266 854
172 108 36
76 425 142
802 389 263
718 239 158
871 351 451
169 869 37
191 173 628
529 914 396
628 615 336
168 213 695
352 425 737
352 626 417
602 413 661
638 688 952
753 396 392
201 136 890
338 190 525
239 246 784
568 805 611
466 739 546
331 10 103
862 424 326
706 551 794
755 896 338
788 224 314
669 214 507
53 361 946
383 150 121
6 125 871
38 226 764
89 414 485
794 104 472
99 196 98
74 814 441
370 34 967
727 679 410
695 907 419
234 639 197
198 78 593
94 585 804
47 28 967
312 25 483
561 778 994
274 627 450
301 240 75
278 810 844
184 576 692
820 699 875
618 581 174
212 479 27
910 393 545
135 379 743
257 917 484
759 66 112
889 369 53
219 631 305
295 553 656
238 305 666
839 789 272
13 682 570
593 473 966
230 188 368
188 268 269
825 129 168
497 4 321
675 55 729
899 108 517
827 478 174
898 205 608
203 674 943
162 166 253
586 425 104
701 786 807
649 106 458
153 834 128
124 846 270
31 513 982
606 460 183
203 679 680
173 920 153
683 732 320
403 369 285
919 148 209
449 282 341
114 299 129
638 845 835
240 184 33
569 182 56
739 437 440
663 254 869
668 118 823
37 267 803
686 499 77
424 826 901
137 722 867
872 820 562
291 51 119
192 191 973
472 412 329
33 124 42
907 291 63
600 344 750
157 126 695
97 705 979
428 34 157
617 915 104
387 837 459
460 813 224
672 691 94
261 477 556
734 685 109
206 129 255
310 32 951
558 84 96
229 668 646
8 852 443
550 675 380
48 541 977
201 847 894
854 91 557
685 477 117
642 422 89
367 319 237
810 382 423
207 578 542
368 786 271
656 185 624
673 774 576
427 467 726
824 810 671
512 487 192
422 568 324
521 82 553
786 200 308
483 116 153
878 329 40
813 799 549
658 236 975
169 676 565
914 905 576
516 588 947
28 233 159
62 185 362
50 312 288
894 170 47
670 634 691
193 498 339
908 269 156
593 402 695
776 712 609
688 311 675
498 744 40
807 724 630
493 540 833
483 741 923
573 371 630
826 505 408
144 51 793
654 165 583
84 830 204
812 796 946
798 857 863
792 875 803
883 591 387
433 541 598
678 195 882
669 199 294
864 159 281
566 135 391
835 544 265
244 485 464
271 905 924
771 749 645
481 14 424
612 150 937
520 234 166
844 496 893
695 546 427
552 347 480
911 499 372
727 603 467
750 330 598
889 35 999
550 88 979
278 649 510
810 856 651
544 445 493
583 657 140
669 508 684
335 768 17
16 792 732
258 16 51
155 897 839
596 895 532
528 893 279
274 692 765
520 541 966
698 126 880
669 238 802
728 749 257
478 814 128
639 300 608
201 191 644
12 257 611
645 859 111
110 533 845
1 202 562
522 824 990
767 11 508
522 471 179
781 84 136
474 121 679
751 222 836
896 229 281
162 641 130
165 883 569
9 73 422
194 481 67
93 752 410
348 221 962
534 906 950
841 708 170
370 753 929
235 569 290
568 724 721
623 198 55
433 42 490
154 114 609
647 383 818
838 11 690
144 96 443
429 707 997
468 258 865
897 359 784
301 829 961
526 186 626
485 172 611
402 115 498
711 409 886
880 282 123
310 861 777
875 35 15
515 17 337
45 272 370
377 596 302
579 479 39
33 687 477
840 842 98
362 220 604
582 691 641
655 399 738
194 573 85
418 49 285
548 871 675
802 604 121
871 406 821
136 516 606
624 499 462
338 405 591
53 859 903
662 80 563
343 151 298
627 473 241
229 470 633
170 261 620
206 372 544
381 142 232
804 262 942
9 524 922
838 783 518
677 528 175
750 840 331
550 681 930
13 133 686
244 830 332
490 846 845
172 867 737
923 460 374
827 293 942
122 353 73
487 246 346
744 859 564
364 810 416
546 314 268
716 802 464
720 210 397
563 520 276
212 204 902
310 362 336
182 624 795
905 830 188
260 797 175
435 665 681
560 293 550
862 97 246
431 685 654
884 656 857
277 697 450
259 247 394
549 152 915
915 809 567
624 348 60
465 133 765
130 817 912
332 178 328
646 529 342
616 234 723
11 405 379
148 431 162
51 192 287
35 543 64
262 299 52
544 282 561
130 498 136
825 417 789
603 218 569
496 309 221
336 533 570
98 491 736
266 882 268
190 318 319
732 522 231
288 401 943
863 731 599
528 43 841
9 536 499
348 481 427
431 30 363
174 582 523
667 580 23
687 466 292
363 89 652
217 212 889
358 591 333
353 357 224
769 618 932
504 344 894
163 878 969
226 24 347
719 381 683
32 519 260
591 713 790
705 892 358
38 101 793
106 90 455
513 297 859
261 458 611
710 404 630
285 607 74
178 764 81
297 253 759
182 815 736
319 283 200
666 606 709
460 637 642
399 541 313
407 787 920
739 711 617
222 552 193
215 73 766
11 312 52
491 720 741
19 677 435
315 459 948
552 765 384
259 229 27
849 580 69
731 767 775
272 202 6
512 194 588
293 28 950
814 513 305
693 111 453
694 902 922
369 62 677
242 364 638
173 302 731
732 597 287
743 844 654
140 145 795
32 400 525
373 84 858
61 134 780
726 450 334
511 314 260
117 250 154
297 658 597
64 728 683
854 894 961
3 374 836
135 870 790
789 467 997
90 138 176
899 148 900
853 868 871
710 78 352
671 340 184
863 858 481
762 804 757
850 784 477
167 494 652
432 873 348
103 510 56
342 756 149
663 831 956
595 246 723
702 704 968
353 400 662
452 497 960
54 12 103
202 458 454
455 78 144
351 46 394
531 378 534
887 496 959
185 778 739
224 142 8
12 346 101
905 558 483
419 868 745
195 366 85
554 521 828
629 262 794
385 216 201
300 447 12
434 255 604
473 898 952
376 460 662
526 790 487
662 267 25
151 653 801
221 91 870
150 329 788
288 467 293
884 138 964
210 566 308
614 630 691
3 441 456
808 760 698
842 766 126
693 444 644
193 317 992
925 692 992
276 241 482
636 355 149
93 275 562
229 776 201
692 37 837
866 28 410
594 22 690
165 489 185
549 860 81
534 791 86
102 323 203
272 284 770
820 366 785
550 278 169
90 157 394
899 470 33
768 367 505
515 699 531
593 882 868
502 354 397
565 758 689
259 741 107
890 742 613
600 12 67
730 269 583
187 660 248
85 529 46
158 239 335
242 480 187
693 533 474
569 216 664
71 620 672
256 308 229
330 173 374
354 30 981
231 594 593
106 92 593
205 104 176
234 371 57
588 702 283
503 501 847
636 435 463
874 185 707
193 729 938
415 807 131
789 721 176
430 735 96
532 172 998
467 779 970
369 554 836
562 511 587
911 267 413
723 296 367
703 357 35
404 826 391
251 837 340
11 608 334
921 105 589
429 903 396
346 268 62
60 780 186
804 414 680
833 715 875
24 108 850
684 596 544
778 19 392
450 67 708
84 297 819
307 910 739
516 394 111
433 5 755
915 882 106
842 117 137
88 519 895
764 685 795
398 497 881
784 605 117
843 464 769
389 780 678
33 23 121
467 894 895
448 895 227
487 641 393
49 525 187
701 447 751
447 577 291
485 23 344
795 286 712
842 536 344
821 519 411
925 99 560
160 380 129
492 193 843
382 855 921
113 76 259
237 364 837
168 151 296
421 689 559
554 776 274
880 432 485
102 622 112
428 597 882
157 641 233
26 453 747
421 859 756
645 371 442
47 339 440
124 319 880
611 641 86
98 251 388
478 645 977
3 64 408
402 296 426
807 612 61
65 135 161
446 860 373
291 181 452
150 586 910
913 502 890
162 672 13
852 363 192
824 750 977
449 265 338
468 695 586
888 322 658
635 769 748
514 21 848
187 890 958
466 277 219
77 192 403
680 219 195
201 8 982
840 92 65
372 242 470
608 377 120
373 235 92
232 422 91
414 659 965
590 43 603
399 278 371
676 783 181
116 760 156
328 538 421
270 710 689
47 225 625
652 579 610
483 712 171
531 533 274
482 536 634
733 271 185
455 907 143
715 141 965
306 345 377
421 797 693
542 211 854
249 899 715
635 920 425
618 563 657
210 338 290
374 659 367
327 462 344
731 489 144
517 805 846
234 529 584
35 431 833
737 671 549
764 609 67
421 611 281
186 130 83
550 94 444
207 404 701
474 816 518
316 148 541
778 466 59
850 145 211
906 67 352
169 687 747
173 441 265
221 279 909
744 297 790
903 27 5
289 509 354
708 731 509
551 434 435
380 539 84
710 755 221
456 755 628
86 61 845
824 868 227
27 79 202
230 359 840
232 424 796
159 147 717
21 98 969
296 539 625
137 90 752
591 247 264
43 855 654
38 292 458
16 261 185
156 522 612
566 641 940
199 238 367
882 801 147
41 550 660
35 150 552
297 875 466
245 509 607
310 642 55
87 568 107
874 540 297
565 510 93
242 305 168
315 131 578
790 871 206
241 664 722
526 349 285
568 98 211
877 634 929
817 805 863
924 586 143
560 335 602
340 840 554
849 198 788
347 447 927
724 285 862
280 78 686
912 815 583
527 523 141
16 668 692
748 723 523
123 780 60
452 638 546
386 588 515
434 689 905
86 440 349
502 222 233
88 259 723
678 271 130
203 429 360
39 215 192
576 340 955
902 663 226
348 267 227
285 229 323
450 64 397
73 136 113
512 170 727
439 888 240
696 738 136
816 704 875
258 371 918
342 171 161
636 641 785
75 698 822
651 57 938
268 869 628
296 894 361
139 18 439
747 633 697
524 800 707
816 47 304
264 434 508
699 493 631
480 678 663
890 473 524
871 648 355
277 14 110
884 866 487
779 438 87
801 439 427
887 660 118
919 351 361
458 602 455
142 780 87
347 681 817
862 873 567
710 869 862
917 91 926
313 705 888
853 925 705
879 178 587
861 655 627
407 138 901
575 802 540
912 750 916
93 843 360
405 203 479
405 185 320
645 621 615
601 356 953
139 708 114
883 155 901
743 115 948
620 568 467
129 210 729
590 903 213
709 509 63
885 368 850
396 833 558
174 234 635
793 537 504
650 701 606
751 170 809
256 627 363
726 833 373
567 780 269
126 271 988
335 88 530
490 480 550
534 821 63
449 86 609
739 334 331
221 727 795
259 902 583
213 746 894
319 848 402
684 66 985
657 722 155
238 711 997
106 882 940
775 13 393
79 908 860
170 83 556
167 54 981
278 355 542
293 211 903
548 764 533
481 820 385
904 417 798
324 375 584
184 687 805
313 342 45
250 746 239
196 763 85
327 753 678
36 116 396
840 419 728
637 251 715
359 771 214
468 152 206
853 528 908
279 906 590
522 473 620
832 35 381
61 551 937
79 386 236
347 325 100
744 854 262
569 151 130
761 311 30
645 180 390
245 67 874
435 750 512
800 739 921
479 724 688
584 124 766
565 468 132
878 234 412
816 402 926
277 856 635
561 577 512
924 777 102
245 352 374
7 76 983
785 408 522
75 472 150
57 665 822
660 438 73
328 300 477
488 168 540
437 543 462
815 114 3
322 11 967
344 195 207
392 702 214
37 831 304
695 632 775
560 915 940
699 469 514
708 434 671
752 908 677
221 781 324
285 904 730
560 818 698
299 91 288
828 489 889
878 806 403
32 303 764
858 849 254
414 739 254
168 384 654
756 137 707
778 477 428
217 39 887
2 255 361
125 118 508
171 418 819
649 6 3
465 33 197
300 574 889
212 390 661
428 331 971
247 659 488
733 894 933
445 198 742
790 68 639
552 699 228
32 168 811
794 770 405
540 146 357
791 821 236
601 559 408
613 667 394
720 778 407
99 904 551
825 29 784
856 416 772
211 572 329
425 496 812
37 588 272
847 722 80
507 894 107
567 843 865
46 214 304
820 565 426
713 700 828
111 653 680
178 505 516
198 126 733
886 292 664
845 769 529
550 364 989
35 924 653
801 306 286
735 678 332
190 641 71
380 466 446
591 731 784
546 265 308
602 6 531
133 95 406
779 505 128
145 735 385
612 338 594
745 510 105
820 669 185
733 233 797
862 727 57
531 898 86
917 298 395
184 152 489
220 497 963
872 204 214
434 502 464
636 860 993
557 8 435
266 348 963
617 585 1
846 82 813
769 71 487
499 802 637
256 616 515
387 168 672
154 464 186
640 38 75
621 291 688
440 446 849
569 624 877
436 764 773
714 856 580
765 524 396
719 479 476
220 845 476
625 497 616
195 442 439
549 641 225
614 4 542
660 795 269
888 303 605
726 924 595
386 743 184
40 214 475
212 381 827
36 120 442
228 167 996
654 859 970
69 106 339
461 199 522
118 787 218
173 331 916
338 715 215
339 53 55
883 292 865
211 379 322
877 405 20
920 853 530
33 296 544
824 543 295
234 3 618
728 342 192
463 653 848
279 723 498
236 266 339
162 717 69
111 285 686
121 2 620
396 919 964
608 454 758
385 25 998
655 350 915
186 265 189
619 381 834
244 54 588
510 24 651
679 169 553
446 543 540
842 112 699
872 728 165
363 176 392
547 223 241
413 455 404
582 447 956
249 878 3
645 925 559
333 734 11
130 177 128
619 345 69
531 607 752
765 766 898
453 171 236
94 921 855
809 434 658
395 409 799
843 549 437
526 146 284
148 182 979
752 177 18
553 567 316
828 382 689
190 312 209
103 561 160
343 438 355
350 51 300
215 259 941
653 183 496
477 660 38
117 621 674
426 904 342
814 243 828
917 555 883
652 377 662
144 805 146
112 888 147
716 487 208
65 459 158
896 103 705
465 594 568
315 366 5
137 891 207
489 839 415
307 155 336
636 542 142
214 838 349
656 587 833
26 613 868
572 439 679
553 736 857
368 491 962
268 158 738
28 412 295
50 2 923
590 334 531
346 520 386
648 237 998
573 143 206
164 791 189
112 311 67
497 149 685
71 365 755
859 533 666
180 624 509
164 470 582
48 280 266
284 118 632
478 377 42
685 545 663
687 726 404
376 830 54
397 61 344
195 796 89
503 618 490
28 281 430
888 472 422
493 482 20
900 902 565
355 673 20
29 138 804
200 262 283
196 828 742
860 291 13
180 502 714
436 638 25
716 721 475
902 648 415
291 248 130
396 669 911
607 597 925
603 150 922
134 369 138
760 196 959
669 432 532
765 772 663
472 780 384
419 690 965
120 888 45
221 274 980
423 154 243
539 340 825
654 360 661
544 415 782
565 35 805
45 591 818
493 147 800
331 737 53
136 52 629
662 458 689
747 305 294
749 784 236
9 765 381
857 35 979
728 697 873
661 860 69
839 110 964
243 350 627
475 797 870
251 179 930
488 577 474
220 585 892
302 268 878
396 883 339
721 63 20
432 374 737
803 379 403
832 419 53
404 518 841
82 514 575
35 198 479
388 736 879
77 444 346
820 451 585
881 198 129
784 133 552
77 744 552
861 86 642
428 237 293
424 433 617
685 787 555
712 613 314
400 448 975
388 311 118
334 457 776
823 641 18
870 172 248
345 149 661
451 137 313
792 98 260
433 705 933
59 925 11
66 808 504
842 50 814
243 75 11
324 875 121
361 860 624
560 765 113
629 864 837
922 790 181
449 859 401
106 640 970
852 10 955
352 716 46
240 766 976
364 813 459
629 562 323
293 477 103
42 454 164
265 723 553
752 284 271
259 453 183
687 518 53
780 597 30
739 906 526
539 375 232
887 480 1
183 416 712
664 333 407
119 135 483
738 344 523
925 662 205
521 543 84
488 130 629
675 756 45
495 638 890
309 499 924
278 562 970
551 287 554
59 703 754
776 470 766
569 283 780
342 637 854
310 666 143
333 368 510
320 787 196
155 880 315
814 41 839
644 729 731
869 644 188
144 71 98
872 543 766
843 133 239
44 148 12
8 37 374
404 628 629
3 717 234
316 533 880
225 676 945
616 629 841
154 480 919
265 312 345
540 123 977
685 33 917
318 868 516
159 884 840
892 791 997
247 239 673
730 670 476
864 185 256
460 480 512
607 660 184
333 232 388
562 887 594
639 35 681
739 924 447
578 53 48
627 905 641
702 65 387
703 257 709
359 743 180
163 158 903
423 384 540
509 219 160
621 590 415
888 88 913
537 595 863
486 171 253
568 611 608
569 774 721
706 693 97
474 8 556
659 203 329
17 442 747
557 19 17
452 804 168
277 883 447
653 202 930
423 273 758
333 328 195
158 659 63
451 564 145
919 689 763
323 93 801
539 388 13
403 453 72
593 280 646
37 808 684
699 866 463
886 41 557
447 186 151
872 186 472
63 858 508
819 686 573
115 659 635
710 483 243
514 746 243
892 661 551
18 464 169
885 473 435
856 797 375
612 720 260
518 500 755
42 490 504
557 648 519
864 630 962
80 590 344
911 620 436
912 241 961
166 279 558
647 194 128
294 251 78
720 191 782
374 802 24
201 835 371
582 204 916
78 631 150
203 87 618
122 756 914
840 23 124
392 363 459
473 585 86
330 69 682
317 33 858
518 149 706
638 117 218
728 274 891
113 816 321
88 105 55
156 37 549
664 533 272
869 238 995
651 859 225
75 753 290
332 501 500
503 435 131
455 533 767
771 523 995
121 804 285
919 825 115
657 382 513
342 681 58
467 233 570
76 75 253
276 241 536
830 380 163
360 483 124
275 361 447
281 341 193
695 920 767
792 122 649
284 402 38
936 1615
188 923 228
63 278 675
369 596 136
402 918 285
906 9 250
823 207 666
224 766 35
119 108 999
359 452 789
479 629 292
259 753 220
323 391 76
266 527 578
393 564 400
333 530 12
733 645 858
686 21 185
732 119 654
377 488 872
785 270 269
691 176 28
881 27 722
871 254 678
36 901 427
788 539 492
850 642 890
881 636 525
779 192 813
863 504 609
171 484 627
772 222 751
481 806 49
218 828 748
13 870 209
521 145 566
282 357 135
837 332 848
909 160 935
598 282 190
809 133 891
676 866 134
826 307 425
639 53 363
470 85 934
656 325 148
527 322 986
743 735 432
300 742 867
824 15 177
462 150 154
267 363 422
14 267 464
177 306 856
46 533 576
645 277 772
809 151 624
112 468 321
390 431 629
56 626 151
132 915 667
444 836 409
186 217 434
95 484 513
906 445 92
296 2 643
543 103 241
508 920 86
926 38 426
322 568 781
487 163 370
251 391 971
528 865 482
51 901 334
722 697 962
287 804 619
853 403 543
475 284 969
462 464 805
371 577 28
232 758 190
551 646 467
908 504 671
529 670 878
563 284 851
278 827 960
701 768 272
898 598 340
503 605 276
203 608 203
748 903 583
58 314 997
479 412 131
491 701 775
737 701 432
633 348 66
146 772 289
161 806 67
259 180 464
137 338 789
776 527 548
871 111 816
623 466 994
232 479 697
799 469 83
70 553 817
274 846 414
894 396 369
639 228 187
760 14 47
176 17 760
280 120 545
73 466 644
122 436 760
812 569 65
610 546 397
535 548 533
444 749 84
767 391 413
804 560 370
276 223 651
433 751 794
207 521 715
373 344 649
784 539 135
873 603 602
511 369 662
849 509 105
705 18 167
770 620 376
900 499 598
251 289 113
716 764 503
888 370 915
322 259 48
563 354 785
358 798 744
783 83 982
40 135 711
157 777 282
178 753 469
907 918 89
56 329 867
872 89 650
310 810 856
472 280 546
718 63 319
811 206 960
528 695 68
277 424 445
558 846 239
867 379 325
599 931 265
489 606 315
129 912 436
330 361 215
137 528 922
31 769 428
671 18 924
574 640 960
437 124 908
413 813 538
386 325 67
494 565 284
435 200 649
663 454 18
169 133 858
99 262 738
184 299 955
584 923 826
166 662 424
770 685 569
737 830 734
222 860 748
724 103 548
306 602 478
255 6 642
655 45 559
627 750 403
607 418 413
184 317 99
541 378 857
258 916 37
704 931 517
565 289 913
123 565 715
32 863 225
337 302 418
421 531 974
355 271 280
264 634 21
136 874 19
427 450 348
666 798 678
932 590 153
209 178 95
115 676 183
210 231 178
637 504 706
214 859 893
368 738 458
292 837 296
154 452 935
580 121 785
22 159 833
581 661 699
195 352 248
347 149 388
462 567 514
5 517 713
693 162 529
8 228 469
534 642 275
732 273 571
739 259 301
596 727 833
618 404 64
787 850 893
722 867 641
881 186 171
824 596 294
247 831 690
811 378 496
393 593 861
881 269 595
240 328 914
936 328 704
546 298 637
24 609 597
541 23 279
313 432 797
164 8 267
66 774 467
324 262 19
747 105 479
750 897 613
547 809 514
662 486 304
902 409 720
509 457 490
158 315 700
831 100 389
616 86 297
57 486 830
896 72 274
921 777 960
326 241 61
507 372 91
311 270 481
264 481 600
758 19 615
421 65 952
825 749 521
283 762 416
41 523 311
251 618 359
575 447 800
151 157 325
694 612 117
496 837 517
190 364 872
208 396 841
2 497 463
57 674 479
361 425 724
86 454 590
473 386 116
500 230 483
590 656 288
376 721 56
644 663 687
535 740 834
333 847 590
210 462 73
496 491 409
511 666 393
268 208 263
138 192 431
394 160 221
170 322 428
743 426 640
873 146 65
74 539 728
246 116 739
664 234 170
136 197 537
161 750 672
239 615 516
52 701 882
411 195 488
876 890 984
298 137 620
914 478 886
854 160 423
213 762 879
365 280 641
281 69 895
726 630 681
174 784 183
444 822 649
528 586 303
654 17 251
824 239 164
98 364 469
698 380 532
156 177 735
185 715 726
466 797 422
169 208 130
209 258 246
632 142 857
434 85 60
142 705 633
800 601 620
649 628 883
568 490 501
186 54 921
84 19 466
596 869 987
492 484 606
772 50 793
238 296 518
531 595 140
81 34 499
408 660 367
623 814 674
485 390 463
740 763 946
614 543 663
768 35 896
604 438 918
18 838 341
288 430 976
913 258 622
217 302 257
277 836 986
858 75 839
64 99 840
626 616 415
113 311 138
60 89 110
518 542 149
466 826 216
579 861 546
926 315 833
896 457 10
810 307 101
875 32 192
573 62 795
13 862 575
198 307 63
392 533 901
17 187 615
413 47 338
223 507 943
342 428 649
891 179 538
651 664 243
700 95 166
827 346 447
301 348 939
115 148 180
312 924 121
130 203 870
748 782 207
53 783 593
41 150 937
473 147 587
104 63 840
814 8 389
293 504 824
