18
834 857
742 765 -42
640 177 863
813 567 505
649 11 162
712 60 -569
581 41 -58
444 64 431
662 695 78
373 587 -799
354 615 814
13 241 624
356 743 -442
475 273 650
362 494 853
206 363 -804
105 483 140
500 343 -644
591 631 -242
109 84 263
242 772 -272
391 652 775
195 272 69
601 319 935
581 802 941
669 681 -924
91 572 -837
560 242 495
709 200 739
196 235 -939
430 175 710
168 759 289
771 302 768
774 254 -46
514 577 70
655 458 689
684 800 63
746 312 -554
609 542 125
601 287 -948
245 588 665
791 655 -640
551 135 -671
228 82 746
634 337 747
533 365 764
100 226 -7
398 497 867
829 639 999
336 253 -608
517 703 53
638 447 172
799 594 570
344 231 -691
708 781 -199
248 562 -500
239 804 857
640 171 796
712 606 353
510 608 -878
671 205 698
702 271 -147
454 147 776
662 480 -394
462 712 995
659 280 791
123 550 723
177 592 -1
329 784 -471
514 100 203
83 569 955
793 775 96
505 632 -288
244 652 911
313 382 -808
428 524 -497
96 756 -468
121 511 -834
816 783 -635
97 777 -133
160 12 574
805 626 943
761 147 86
354 208 730
222 420 630
811 416 839
17 48 -868
447 552 -335
492 154 257
244 190 -688
756 651 939
20 623 -682
271 623 -952
733 136 -310
749 557 142
122 139 -454
420 248 572
58 43 -759
743 376 -82
726 664 -281
461 277 209
107 532 305
206 682 876
337 543 769
669 728 -260
472 467 940
639 824 646
346 762 577
524 433 861
770 758 634
43 636 -897
185 61 74
168 562 -768
136 556 20
71 296 -187
790 740 626
444 428 -922
14 169 -332
92 205 442
601 509 -96
806 176 155
583 336 -613
535 818 912
62 644 425
470 727 -347
442 385 -386
338 700 -946
419 396 561
424 96 406
308 103 165
243 540 738
598 140 -923
515 409 -778
109 399 -359
38 539 -307
117 628 214
702 785 121
550 725 -320
166 762 889
229 266 -856
238 766 -976
611 600 335
716 545 16
626 88 -968
549 794 87
111 661 -835
249 831 914
548 581 131
699 456 129
96 188 -725
272 361 191
834 446 754
534 248 -827
378 13 -248
441 354 -487
434 467 -772
231 802 -263
498 484 396
657 7 -179
406 343 -459
650 721 -495
572 190 479
516 708 499
313 184 91
319 324 -310
402 137 925
639 581 -243
611 146 -357
654 347 806
415 152 502
678 791 -483
558 761 -425
652 769 -433
592 4 680
789 273 -830
762 297 498
799 1 896
100 603 509
79 662 -620
341 564 -977
547 336 -492
67 68 191
175 57 -615
261 106 -965
807 710 4
261 710 -239
56 648 -563
609 162 61
50 482 489
14 573 -119
331 587 -421
109 484 -261
230 278 -426
449 684 -580
739 366 -210
410 249 281
650 309 -612
492 223 76
114 617 -375
703 420 -684
391 377 -328
434 596 -224
710 708 -248
670 403 -955
375 776 -594
32 59 371
770 767 -978
200 145 -401
351 814 892
409 689 908
218 569 659
3 687 -508
142 815 -68
805 33 -174
828 610 -201
498 697 953
208 270 238
129 526 -874
247 41 81
594 119 902
802 316 -940
97 322 955
17 548 582
112 534 -917
312 684 -458
675 797 93
533 217 927
524 411 -490
674 609 -327
526 162 -123
551 167 -747
381 745 936
93 457 673
785 142 -657
520 546 835
626 767 -224
797 594 -941
258 306 -794
497 672 -529
22 64 869
268 345 638
700 490 948
255 139 -94
810 491 -316
356 100 -730
295 346 743
348 521 875
155 148 577
441 304 -890
160 384 474
179 444 -692
434 176 -41
606 380 -219
467 317 48
382 108 816
162 14 -709
801 679 601
705 612 14
477 525 -918
141 330 -43
789 755 683
726 596 219
174 116 -162
357 107 -68
76 641 -638
795 64 -660
495 127 597
199 795 52
163 783 633
192 532 928
516 156 626
120 571 840
340 361 261
404 681 -445
298 812 -112
737 505 390
517 89 -593
716 444 824
408 289 468
410 316 -934
235 278 166
266 110 232
732 192 -410
815 778 374
239 671 534
45 772 -456
193 379 22
570 802 353
56 377 159
93 677 503
441 280 -433
640 575 789
792 73 537
162 598 -920
423 95 129
730 439 238
494 612 3
73 426 -315
101 742 -764
362 349 -745
557 498 -228
540 809 -518
56 123 526
696 366 -978
366 183 -545
560 340 -177
394 813 -947
487 509 -797
12 648 57
738 264 -348
274 817 -522
576 108 -820
632 339 908
760 748 94
741 557 -405
630 569 -879
555 426 556
24 332 -122
731 280 -716
731 257 -216
379 440 921
786 524 -144
638 668 619
652 507 -942
295 392 -509
715 690 -428
36 615 990
145 45 -234
178 483 -61
782 310 -965
406 359 -73
378 771 -746
598 359 -411
351 397 -736
271 407 -705
833 25 325
381 481 -176
23 771 -438
48 587 524
142 308 -492
599 78 924
564 787 -98
698 171 -70
253 328 -830
685 588 -887
126 788 716
130 213 26
364 695 -291
169 717 403
452 76 542
521 704 -812
245 750 -925
355 652 702
643 456 326
26 504 968
55 320 192
820 685 -1
379 388 542
571 209 -811
638 677 374
293 801 226
810 42 -30
804 212 -427
69 78 -192
326 794 43
781 735 -702
78 506 -855
672 609 -84
568 676 -192
424 677 -530
1 449 946
163 257 -391
153 721 809
267 444 -623
422 4 -803
567 462 -843
9 453 -133
514 540 -313
13 333 681
625 820 424
702 779 -994
184 228 467
710 453 779
206 771 -783
29 254 -593
573 581 -60
787 77 -784
288 731 -256
515 655 -172
353 650 256
577 43 -800
555 451 956
380 374 458
447 364 370
511 522 305
409 784 -71
395 448 360
416 182 648
832 830 377
783 235 -122
51 487 340
75 153 -896
778 251 -518
255 70 -215
632 62 244
529 390 -868
544 239 -984
346 714 -392
384 61 574
797 249 557
748 587 -455
64 817 485
96 489 -867
467 557 -651
435 141 104
644 575 -31
540 349 6
113 148 -761
583 639 -31
809 730 -570
232 764 654
402 362 608
820 324 757
803 460 36
519 433 -8
10 67 -375
123 697 -549
382 134 -335
109 787 306
39 806 -118
57 231 -71
177 345 -386
601 758 857
766 117 -291
789 668 -856
549 826 -507
462 734 -223
555 32 -177
171 261 469
559 429 -12
798 500 -707
149 484 109
562 744 702
93 812 978
114 501 829
765 399 -543
812 696 598
750 800 155
464 257 -471
216 135 -466
335 783 642
653 713 785
124 601 -698
171 402 168
756 295 -702
299 449 882
766 770 -77
149 82 -185
522 313 -234
705 484 -984
396 577 -248
282 267 -89
613 337 37
824 566 -117
415 44 -734
298 366 553
380 696 140
543 401 206
193 737 -997
472 8 -786
610 741 -195
553 229 315
575 623 348
457 531 985
262 573 -58
718 388 -658
628 148 -605
260 807 -476
120 589 -279
151 358 -598
619 28 -840
637 772 -490
314 44 912
530 476 -565
772 258 -827
242 82 269
459 537 962
543 266 455
49 140 -952
429 567 -563
477 81 -25
453 531 754
660 413 625
193 814 -560
636 687 -156
465 790 -175
707 8 915
28 519 442
579 831 554
358 177 468
684 641 351
305 38 -19
105 799 835
310 794 -21
125 176 -347
627 46 -864
206 582 486
445 334 540
571 315 -237
366 720 125
418 319 -525
461 35 737
478 614 -190
827 278 389
263 505 88
826 665 268
169 666 201
471 378 -594
469 654 931
430 490 30
240 589 312
584 204 -479
621 335 -556
428 264 577
53 346 -518
279 734 -475
513 648 775
557 456 37
731 551 651
487 294 -217
99 453 573
390 815 715
776 421 -71
49 355 940
477 558 -270
167 641 -203
164 738 -407
559 29 669
534 434 -541
571 633 -92
594 126 -352
392 580 -891
66 408 -377
320 421 -827
57 500 886
482 293 917
688 655 319
139 12 -984
471 304 -522
496 501 331
407 484 483
188 620 -771
417 830 845
233 823 -784
607 181 632
21 542 -954
635 779 -851
724 763 -764
205 513 -277
352 221 912
408 56 -500
320 346 248
240 381 801
21 45 501
343 207 530
249 14 166
255 727 -640
212 632 212
793 812 883
581 789 445
99 30 727
99 744 -557
200 189 -177
68 373 -751
186 762 -476
822 346 -14
12 545 340
747 498 67
819 751 474
511 672 -480
822 45 85
560 202 -283
392 580 -659
208 749 -1000
416 230 -884
312 205 950
197 297 -683
183 319 -537
548 738 -40
319 680 696
230 829 496
426 521 -599
139 373 974
300 674 855
318 829 -881
814 567 -340
367 456 559
687 756 -74
815 729 454
263 591 -564
169 314 209
21 381 73
79 581 696
145 520 153
673 190 -809
88 564 489
12 316 -655
64 76 -338
485 1 522
491 462 691
97 412 470
175 713 453
166 106 856
513 493 -99
696 757 -569
330 342 514
446 292 -575
776 304 -679
740 565 -734
780 626 -665
56 688 -321
223 331 28
87 777 765
157 12 430
743 739 -644
594 135 80
711 195 834
128 214 139
711 237 646
180 636 -637
439 225 -156
93 230 -563
706 357 313
583 376 46
391 477 541
157 713 -65
780 233 -630
176 415 156
482 711 -9
609 72 367
145 94 -698
449 81 -782
713 255 764
185 500 408
619 492 200
267 457 -205
32 17 971
7 606 895
305 234 -28
731 86 -364
462 628 -123
175 195 425
799 30 721
184 361 485
111 810 234
926 870
125 662 170
856 801 416
96 97 63
634 502 293
154 337 981
529 384 849
811 720 -846
125 576 222
88 838 -190
95 590 -359
815 921 499
645 436 -273
180 337 305
603 886 -883
730 490 349
753 476 -706
459 103 -590
220 631 -580
694 727 -607
854 11 -236
774 130 -451
721 776 -766
528 137 23
23 95 317
797 375 582
510 865 -65
258 757 -534
556 828 -586
396 426 -727
47 823 624
222 377 773
859 640 149
831 368 719
250 252 -985
618 244 -428
258 587 -485
29 334 214
94 790 -533
262 850 -805
723 595 -930
792 422 -843
163 748 -975
367 735 -197
152 905 209
414 652 679
525 677 561
132 214 -610
70 190 -530
315 442 -10
749 657 758
437 271 -729
301 99 -532
787 774 -509
693 619 706
20 357 842
556 533 -248
840 697 788
455 864 766
902 807 5
900 765 463
374 779 204
292 514 -860
764 380 839
768 646 -142
708 904 502
818 759 -717
503 572 -345
148 449 97
301 160 -766
543 656 -841
758 723 -782
117 520 534
431 145 878
641 191 -328
558 519 637
902 360 769
810 508 974
534 440 783
595 437 -312
59 503 -305
844 647 806
880 746 -197
897 848 219
256 79 -407
498 95 957
515 632 547
388 817 861
504 167 886
779 413 -620
109 720 -432
497 353 -84
716 117 -117
84 446 -585
340 543 -558
914 60 74
467 248 277
726 461 162
606 219 -51
752 744 -874
40 332 -440
566 841 4
336 546 -887
583 227 -733
479 27 -639
34 524 -158
751 689 -151
322 276 546
691 699 -752
198 255 -732
32 737 452
69 912 149
760 287 -908
229 687 984
479 804 726
7 564 437
261 656 -947
13 562 49
535 336 -741
626 451 -798
160 129 -259
665 543 -457
87 575 -206
149 610 510
409 223 356
739 486 640
316 608 -189
917 624 -494
529 176 451
517 579 547
817 615 -587
571 380 309
170 243 -644
505 307 -608
358 544 717
787 834 357
569 221 -605
828 441 348
282 627 396
437 55 -661
119 837 -665
239 626 -838
169 492 -414
620 101 -435
634 143 -629
228 892 -454
52 788 955
576 59 971
17 767 -867
918 830 822
771 518 474
527 838 -210
347 258 -976
926 217 -453
277 511 545
8 344 778
68 690 -962
917 103 877
845 904 504
759 241 -216
349 254 -639
76 53 60
458 337 886
817 743 -251
838 122 10
800 763 51
526 731 999
156 12 -965
254 63 855
839 732 -932
611 398 301
148 197 993
742 534 -525
783 206 -795
559 634 661
275 460 -293
232 829 -718
62 260 -679
639 658 220
125 381 -545
54 778 475
914 893 -53
37 699 933
23 626 411
610 801 -334
39 18 -536
593 641 -407
364 230 -659
598 695 795
20 719 -620
38 777 -710
305 905 874
253 475 -962
809 97 -687
673 246 -277
48 489 57
467 291 -288
694 380 -390
497 146 -562
306 152 654
296 242 824
754 357 22
202 402 960
721 573 447
830 56 999
187 109 366
540 97 -87
562 248 551
281 821 181
302 142 -420
156 572 -795
435 780 -182
792 562 -468
376 854 5
851 182 872
805 584 -102
588 426 -28
597 868 407
907 855 -609
781 105 380
522 719 -136
274 333 677
354 506 221
602 491 -311
508 686 317
333 822 -183
9 445 -766
329 310 25
901 663 -812
174 296 -432
375 772 -903
892 265 59
82 886 -381
686 773 -483
408 549 554
69 679 -743
137 507 -856
591 34 683
640 700 -389
466 760 200
533 611 -973
554 492 990
231 837 -919
111 840 0
735 608 -374
550 498 216
788 422 215
469 457 -288
579 823 908
394 402 -63
525 200 -127
678 162 82
634 697 578
277 176 630
195 516 -490
206 169 122
110 901 -870
846 591 749
916 254 -307
328 237 546
659 334 859
755 342 -454
416 229 368
286 263 303
388 800 -994
12 132 345
627 130 -115
163 910 912
50 882 782
784 744 -877
296 773 -482
320 309 -771
258 704 -647
318 310 -216
859 894 884
140 332 296
127 794 304
74 393 -270
5 463 244
827 13 825
582 247 609
587 13 343
694 323 -147
256 442 -461
631 326 335
251 837 183
90 697 927
693 453 -782
573 925 620
745 598 112
855 479 982
707 67 79
792 677 -56
658 704 94
519 726 -752
53 771 -398
714 813 850
663 65 -652
771 753 -183
590 757 -37
34 803 -507
610 494 944
530 158 433
885 874 752
464 327 -44
540 185 821
710 692 -469
518 842 -426
912 555 940
893 790 -148
66 294 -188
622 595 -360
444 474 202
385 83 -321
253 85 -227
472 176 111
42 706 484
397 127 417
804 299 -990
513 367 553
827 807 475
761 724 878
722 65 -431
276 81 -846
367 289 78
297 461 173
614 835 6
541 648 -921
697 53 -721
882 479 -207
493 870 -689
836 190 -276
595 439 -501
199 470 985
330 279 -241
48 373 -86
366 874 111
322 455 -36
321 436 654
77 608 -407
552 766 -422
870 910 -609
336 691 80
351 774 31
884 583 390
496 733 159
398 701 343
925 511 751
438 76 -106
107 249 286
164 456 -189
16 140 380
483 37 -1000
827 43 -853
282 777 585
630 444 747
893 477 125
624 362 284
701 239 187
404 339 941
480 561 10
454 492 412
25 696 -747
573 62 -573
491 747 -677
822 500 242
107 868 -358
857 577 597
630 699 -759
601 454 -621
51 138 838
803 278 -661
10 88 -503
605 912 -276
573 330 -31
101 592 794
83 728 -494
138 191 233
741 723 62
657 619 -211
327 175 897
35 629 228
44 132 -300
473 917 849
837 854 859
326 209 -488
761 331 -249
555 436 611
683 272 -467
623 507 -251
639 98 -245
822 636 -41
567 193 795
538 197 -653
546 460 681
148 712 -867
85 119 775
202 642 886
841 911 -124
5 208 58
693 383 -220
653 666 -818
142 511 -227
822 42 -985
561 727 205
456 834 229
63 1 522
861 470 776
681 756 -438
246 109 221
627 890 -489
560 68 347
306 838 -245
705 657 -161
10 512 -531
388 139 771
433 177 354
493 578 507
91 741 967
282 195 7
899 578 -902
899 240 939
727 291 617
86 853 -133
723 886 -187
509 548 566
893 748 830
865 809 11
401 411 162
915 370 934
712 90 163
109 73 139
139 437 113
221 565 840
460 153 -132
438 812 363
458 361 955
115 618 739
44 683 -836
102 252 -412
270 909 -842
881 832 -171
517 205 173
369 196 427
795 626 697
367 839 -290
29 347 -1
40 787 -473
321 79 81
749 446 -713
411 120 -706
559 252 -50
7 472 860
626 647 -756
717 839 142
922 292 127
190 763 676
661 400 213
571 847 84
145 806 771
258 886 -838
312 39 -670
719 272 -581
157 307 -907
554 405 -533
525 765 641
718 870 535
126 781 739
341 188 88
621 776 70
834 314 674
220 589 -280
857 860 -299
76 39 -884
420 141 913
377 240 529
58 784 170
334 700 -798
298 142 -463
106 848 -751
189 362 870
625 209 -240
719 16 56
97 446 -331
188 552 469
456 191 234
152 718 -266
542 464 -280
247 633 -868
893 381 -105
504 746 995
138 787 203
723 558 206
230 134 -880
909 400 368
423 679 117
621 304 -737
879 261 -169
5 436 -899
919 270 -630
289 655 852
161 1 437
405 586 -435
73 115 -377
567 75 490
922 203 -694
692 125 -408
146 28 277
46 570 -963
779 105 703
616 112 257
285 101 -196
721 37 -527
75 274 -503
208 703 -457
328 142 742
243 47 205
2 550 556
88 849 282
31 742 998
33 206 -785
676 372 193
150 263 760
878 362 -284
677 670 -999
779 693 -204
339 307 700
552 206 -455
656 765 -85
423 311 -44
165 12 590
857 207 457
436 430 -688
41 538 751
326 280 -993
384 596 599
137 566 -34
23 876 374
395 328 -931
85 711 365
762 732 409
467 775 875
571 255 294
566 718 -663
611 263 84
551 764 -785
722 805 250
792 791 -44
246 509 -57
148 892 269
706 115 -361
149 610 -724
605 283 -742
341 873 -605
841 920 -192
160 777 -337
761 206 -534
42 856 -707
154 506 -209
449 118 251
34 181 228
717 729 68
551 744 -854
477 495 804
905 824 -924
516 729 617
62 190 824
785 333 -844
739 316 273
360 780 176
572 269 226
414 397 -71
235 837 -18
379 873 -676
70 272 659
864 415 956
461 195 790
373 161 -575
648 633 -851
173 642 -98
588 90 -942
729 573 -872
409 657 258
858 319 -302
42 230 727
713 521 69
362 11 -962
326 624 336
303 864 579
273 501 -520
521 546 586
145 861 -723
410 261 61
110 142 623
544 645 -386
697 852 -872
400 38 -904
813 64 13
509 534 242
308 348 -751
588 225 756
769 619 -599
593 328 -545
208 495 -429
45 528 -196
412 163 697
738 756 741
622 444 -668
642 602 -132
518 244 -565
650 532 -11
443 257 970
510 16 326
470 299 -194
333 554 -735
111 495 970
833 556 -388
292 219 656
637 912 -959
233 1 -185
476 459 875
777 101 593
555 662 -43
234 847 -616
579 783 -694
386 415 766
659 98 -402
622 573 -691
220 865 -966
292 865 533
103 423 470
294 604 721
702 925 -141
781 411 -63
921 465 -529
365 516 -433
21 609 174
668 504 -880
76 596 317
449 391 485
88 896 -541
433 702 -329
792 260 -55
904 608 544
473 184 -104
425 830 217
701 851 -457
916 650 -59
513 573 -214
886 911 617
844 55 856
150 868 292
209 180 576
136 348 -616
525 222 -561
504 368 932
586 676 -635
696 154 -79
579 860 -45
887 413 -149
773 554 -569
901 211 -268
730 537 27
448 846 830
778 404 -505
837 907 -186
896 815 77
643 926 -866
860 548 576
669 757 359
375 399 32
678 243 978
531 835 634
874 862 259
488 32 634
626 738 -343
85 611 -470
15 12 548
660 131 122
310 433 681
302 700 667
519 549 -957
816 844 718
855 662 -54
114 814 -98
249 528 282
914 238 -688
96 345 248
726 166 878
469 320 -92
97 842 -905
582 337 -892
42 429 -378
795 445 -593
732 387 573
776 173 -131
632 336 -132
617 564 -992
581 211 919
2 819 997
657 585 -586
182 298 -522
529 362 -726
215 184 325
796 220 -473
35 723 -457
138 767 485
432 609 394
615 682 470
812 64 -354
233 870 -216
731 745 -333
789 168 8
825 584 -942
923 473 -84
859 771 79
424 407 658
102 579 934
225 571 483
33 871 -111
665 176 476
71 668 799
709 501 855
121 1 460
779 124 182
272 81 -159
792 482 -106
141 83 609
758 178 257
740 74 453
496 244 36
586 740 -372
33 702 141
708 391 807
851 502 222
499 228 -74
333 866 -804
725 549 -369
616 758 96
379 259 149
2 915 676
805 515 -644
828 776 -930
103 818 -869
889 629 -263
481 337 -285
552 80 -869
244 616 596
796 856 549
543 104 -962
290 755 -17
464 821 -371
96 313 -929
169 840 -720
78 280 873
688 466 -988
242 493 -970
468 96 -399
645 621 430
333 633 -373
788 836 -477
178 360 703
56 222 997
6 765 -974
385 568 399
157 629 -933
28 718 -255
194 197 957
471 864 -67
807 853 431
22 342 -938
672 750 768
916 777 -436
399 752 -975
307 736 -630
278 71 291
364 149 14
134 771 243
739 414 -412
328 235 -842
884 818 260
200 592 585
106 658 -200
205 806 906
415 480 -643
422 52 -230
244 15 -721
778 612 -222
636 32 979
759 727 882
269 23 183
779 532 -654
817 737 -788
359 706 -579
639 105 577
820 214 639
138 753 -115
650 94 -687
808 58 -298
336 915 881
237 220 -341
565 716 426
434 176 -605
202 85 158
473 737 -974
814 910 -321
69 867 -776
586 638 -962
838 309 411
433 653 697
679 920 -505
554 376 -237
388 223 898
88 583 299
76 735 -421
464 2 -455
241 788 -785
503 858 -786
838 915 822
876 283 511
820 296 443
60 815 -854
19 151 601
496 567 131
681 296 43
719 432 -405
521 302 594
657 476 762
231 150 896
343 257 152
299 183 -53
149 61 196
11 645 751
343 694 -392
35 327 204
458 832 965
6 65 -209
265 779 -197
306 401 742
706 162 -76
423 211 -883
204 254 -753
863 631 139
95 160 -884
294 881 -347
682 486 617
795 673 474
315 316 735
223 864 -45
875 779 -337
574 487 -4
590 51 367
83 10 -978
545 403 338
790 276 -801
196 855 -683
130 10 109
449 403 -334
257 17 -822
184 122 801
276 4 -135
617 915 -771
759 922 847
230 630 827
802 817 -277
464 307 -823
749 543 334
755 389 299
778 301 172
796 574 -55
548 252 195
999 885
631 314 -284
809 151 362
682 710 -512
62 985 -881
184 731 358
630 157 325
34 99 -122
300 287 -765
545 759 596
699 734 80
192 741 -25
356 456 -999
751 989 -18
82 626 635
431 735 -130
111 106 -48
661 808 603
605 461 -659
559 482 -329
366 392 415
414 544 -356
620 557 -396
847 66 739
87 129 773
848 325 704
800 758 590
623 615 119
609 153 585
544 83 309
438 366 -578
952 623 -212
874 697 -1
906 385 -253
381 693 547
257 220 -482
63 406 -570
314 164 -554
452 829 964
412 86 549
251 796 -779
655 286 -697
852 833 221
473 728 -551
684 751 712
178 913 -922
814 116 -15
444 876 -806
844 753 -130
352 596 626
988 778 159
473 584 608
152 395 -324
120 657 -896
935 955 -495
242 989 -701
947 41 -648
636 301 -732
326 293 -213
827 571 838
468 884 385
500 564 782
418 766 256
777 821 814
602 221 -808
396 539 -417
710 902 75
4 472 -395
168 314 -118
518 327 -346
666 325 -653
525 330 -484
546 163 -63
751 388 768
707 957 5
446 330 356
659 128 -310
794 564 967
813 95 -697
204 353 655
342 853 707
506 941 829
874 745 -466
81 562 512
406 554 572
197 694 470
701 700 822
18 402 -592
919 101 -203
415 982 75
877 103 -840
908 569 -863
339 847 -431
470 795 35
709 457 -905
587 40 -909
411 50 615
687 436 -380
301 913 -666
613 449 -41
389 332 -726
851 503 633
950 691 169
32 131 949
574 149 944
394 900 -484
450 336 464
629 886 537
270 579 -516
187 1 948
605 206 902
742 516 -471
688 959 -149
658 970 -176
775 971 495
730 494 463
422 86 -346
748 780 395
821 352 -855
238 48 95
160 445 -719
352 23 -147
996 608 -903
676 706 813
655 431 -839
579 947 182
253 70 -714
85 7 298
465 604 -438
895 762 -129
432 21 -931
261 175 -449
753 480 737
912 837 501
508 131 -238
176 643 -887
989 838 482
297 77 -282
593 834 -162
256 294 249
114 389 -751
383 901 -317
726 380 -923
458 61 -695
95 539 321
27 875 731
196 501 913
960 577 -461
279 446 329
782 117 -412
822 595 913
705 520 66
227 262 65
149 396 -892
467 96 -831
496 520 -494
985 835 157
434 565 -713
866 507 -61
671 139 -93
92 698 -743
365 544 936
728 392 362
966 609 -194
182 646 -415
133 852 944
142 196 537
500 887 508
611 267 28
570 902 -634
572 571 823
627 18 923
252 668 740
557 947 82
731 63 965
887 36 196
982 892 879
348 587 471
867 196 -821
168 70 -360
773 296 446
764 369 -384
808 476 -328
464 937 -417
174 16 -649
774 662 -151
586 283 213
169 994 711
328 82 189
963 727 -161
109 580 -378
526 20 94
382 336 189
313 944 289
329 473 936
247 166 -447
565 941 -818
277 130 -38
147 935 -368
596 260 -996
407 357 -970
724 861 -464
624 612 964
772 79 -447
74 786 337
588 503 893
155 914 -76
771 740 -88
80 54 -732
870 479 366
667 660 282
750 283 911
311 15 124
199 126 -650
769 930 -623
654 31 -20
739 106 -899
694 387 285
703 755 -922
787 158 -60
745 106 -695
538 88 -336
403 711 -831
308 55 832
150 88 -722
432 354 188
621 590 -726
402 749 651
287 404 682
54 733 223
178 882 927
922 530 -879
141 684 812
374 660 456
330 301 -714
14 412 615
781 458 -859
547 624 -37
867 351 827
762 131 576
910 413 581
258 192 -305
982 617 437
514 768 -271
556 472 489
95 847 56
761 777 340
31 57 917
79 843 -520
169 137 -445
488 260 748
724 87 575
415 255 333
205 123 390
642 689 -756
327 435 237
911 438 124
295 954 699
785 337 -540
206 759 -83
85 2 931
906 76 487
351 492 -701
709 876 -745
659 113 221
937 58 656
290 723 19
591 383 63
836 127 446
204 571 461
402 804 -116
132 990 -877
417 703 -485
437 131 -850
457 100 -705
931 312 -844
877 146 324
207 699 -393
780 71 -414
284 365 976
757 912 -516
579 741 656
213 319 -723
915 306 607
11 764 479
741 141 -913
478 294 -194
607 788 533
204 449 -402
898 75 856
798 539 -208
815 302 -539
17 177 -702
166 542 -511
116 529 -979
528 226 -663
758 459 999
210 592 -205
482 371 -728
546 357 -208
773 43 51
961 859 -85
54 322 540
919 766 352
944 377 188
154 804 962
205 183 -634
963 670 534
191 212 66
384 369 626
424 84 -99
141 807 -980
817 279 515
436 396 -296
868 626 -877
894 903 618
501 752 -668
320 315 -415
203 120 65
74 318 -376
596 405 50
124 862 964
604 145 80
311 880 -257
26 949 892
569 892 -312
453 193 782
723 482 -16
146 302 -977
356 668 -584
759 186 248
808 209 -452
671 705 -822
940 137 727
877 178 884
978 477 736
795 862 785
607 907 -696
583 161 823
586 99 427
913 394 -154
150 177 -962
244 234 342
694 389 14
693 575 -547
54 39 557
598 538 -841
329 708 -11
683 572 450
217 76 12
752 654 -276
270 672 82
758 443 357
486 944 426
192 772 -239
936 985 471
854 832 982
306 464 602
805 60 452
590 954 555
902 443 705
63 643 220
650 793 -24
782 959 433
953 551 359
858 515 -955
910 456 -42
441 477 -848
772 347 -69
734 700 -24
671 819 -3
874 827 835
237 448 167
236 257 -567
313 142 864
223 486 -338
689 811 249
879 127 -204
455 521 467
284 38 455
989 716 199
914 209 -73
792 551 263
808 488 -433
141 126 -762
56 790 -152
837 178 134
356 52 309
370 301 684
676 533 -582
580 412 495
993 171 -87
659 205 294
449 80 -514
371 596 -122
581 255 -377
763 740 -48
493 38 -981
601 661 40
68 523 356
214 828 -251
18 343 22
158 754 170
205 729 52
899 527 967
247 578 401
750 615 786
280 121 -637
655 131 407
517 376 -242
582 462 868
241 205 361
493 334 -285
985 527 970
749 532 786
824 219 -523
676 924 -411
248 826 96
347 461 -77
969 914 -601
